feature,file_name,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,spectral_centroid,spectral_centroid,spectral_centroid,spectral_bandwidth,spectral_bandwidth,spectral_bandwidth,zero_crossing_rate,zero_crossing_rate,zero_crossing_rate,rmse,rmse,rmse,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,tempo
422,hiphop.00022.wav,-100.64651,-498.5748,82.7064,110.216705,-14.134291,185.8641,1.029009,-69.17167,67.83794,38.75422,-27.232622,82.44887,-14.497625,-62.327675,30.52125,20.640644,-24.78719,49.69512,-18.037575,-65.34635,24.701042,12.566879,-30.430813,37.95716,-14.129199,-43.95627,18.815937,15.096194,-34.76831,42.926617,-9.243371,-40.43409,24.839878,11.397926,-12.612602,34.447174,-9.50886,-38.3528,14.468425,2025.649761830973,614.5886029406389,5610.429324436442,2272.7370374315087,1245.8269804250338,3476.787874110103,0.07539659162316319,0.0126953125,0.455078125,0.17348304,0.00042751903,0.41095865,20.423838578229986,6.847547100825931,38.03055919613133,14.79795616620552,4.848381911689186,32.75844162034511,18.054925768548184,6.117074362636869,34.498052125532624,16.797956317000367,7.214550597119246,32.740787348798875,16.910110520102766,9.991306352726479,30.403083053415354,16.25748929000831,6.375594550707629,27.334366856815496,40.95199336962989,12.125351389651208,53.13842916072718,99.38401442307692
423,hiphop.00023.wav,-44.723373,-135.30353,45.12493,101.193695,33.68364,153.77502,-26.262499,-63.83841,40.633247,52.928112,18.229038,87.302765,-11.71543,-46.11772,29.844193,26.944754,1.933889,52.53585,-13.282815,-42.234825,12.733624,20.712088,-4.842425,43.632843,-17.486723,-40.029114,5.73309,11.86288,-11.624614,31.091312,-10.666727,-31.07684,14.107141,8.381842,-13.760843,30.581722,-15.426938,-36.080276,3.4221203,2240.289987222754,1035.7995952511142,4720.42484708398,2193.980955944982,1632.6478790675274,3120.8286334105846,0.10665716538573086,0.02978515625,0.279296875,0.1904764,0.08845443,0.38929746,22.10584353053809,9.47609795780548,49.69888939924441,14.29633548660146,5.428777938527036,34.98547623124659,17.358948215144274,7.031582550348216,37.60510948576732,18.382568858367783,8.847140569693511,30.57841103457798,17.20375697666438,10.549289904747654,25.71307968517109,16.671248592728894,10.613733050912142,23.60745335654976,42.457477645310476,23.67721525552841,49.91005114124475,92.28515625
424,hiphop.00024.wav,-63.147476,-260.5534,111.83883,86.30365,-12.841415,146.75449,-37.95675,-136.08456,34.36825,39.56944,-10.810547,91.84337,-16.530737,-74.6302,44.483055,21.098028,-30.645134,61.230263,-12.261162,-46.59941,52.737404,13.075492,-17.61839,45.90403,-12.380371,-39.064255,21.703804,16.627066,-9.689405,48.048504,-3.9949179,-30.879726,27.166256,8.840081,-20.713799,36.54801,-6.322554,-30.232182,20.49329,2517.793635146675,981.2919595164235,5713.570074398409,2163.294065311931,1414.9475765342581,3717.1710945241,0.13885955928557617,0.02001953125,0.53271484375,0.17854476,0.026528997,0.44167635,15.12364973559632,5.4833150310565735,38.05184504789318,14.285161127441917,4.782457596047646,31.886496789040095,16.958359565355767,5.859854579113462,32.57341108597305,16.888230746900604,5.920134910439638,30.307261541808025,17.984636624109516,9.698352369300787,29.15167570929804,17.832893568906776,9.629250082321622,30.153872457360812,37.94072628181473,4.382931066192143,52.02558123412196,103.359375
425,hiphop.00025.wav,-44.338444,-181.82527,77.556465,93.38643,-3.1771011,157.85062,-22.309427,-92.11571,59.249413,48.852543,-1.8544447,110.51325,-13.904016,-77.811195,19.418278,34.413067,-9.835195,73.23479,-6.3259196,-40.36022,23.902319,25.873789,-30.134777,50.32322,-12.339953,-52.83403,13.531108,20.430222,-6.547476,45.189808,-5.7629786,-34.620064,18.39637,11.865526,-19.77812,33.686016,-11.55436,-34.666367,12.322859,2305.154160219728,873.1949063790473,5271.312952973492,2226.967938496362,1545.349941883993,3410.9697664388354,0.10742489607501933,0.0048828125,0.4892578125,0.25150633,0.061554227,0.41816625,20.412905897534294,7.230432671168621,51.53427434062559,13.911130201203402,3.669641020606006,29.06230742051355,17.098279264802084,7.108578145940613,34.62176968741476,16.97203136138671,8.437174474335038,28.96583537228567,17.004232227847563,10.546585364802652,30.68418596844478,16.514368915752232,11.568734187180713,27.26522644575885,43.343947921005196,10.873530131627799,51.338811073133755,107.666015625
426,hiphop.00026.wav,-102.89939,-362.88547,46.875633,30.65188,-87.49336,111.22835,20.85029,-83.02435,95.64504,45.66796,-7.928005,104.56433,9.681037,-37.0131,66.64668,8.775831,-41.87964,57.12132,1.5652859,-46.498375,60.191826,12.388125,-41.052166,50.02114,0.55941314,-49.979362,48.94382,5.1369996,-23.551376,35.5478,-2.7244704,-34.15512,31.83879,8.163298,-23.12461,42.716125,-1.3305278,-29.280956,32.933594,3460.24289862119,719.908278088529,6814.068711339296,2917.5568063224846,1715.6901523545719,3948.5820046561607,0.17268506904625383,0.00830078125,0.6103515625,0.16455324,0.017518139,0.34366575,18.762210557314877,5.131544754072835,53.580326017262564,16.27787813084713,3.763714982139331,38.434872518689694,17.521508200539085,5.9684898885008275,36.45157087876348,16.243108429092107,4.234195760538167,32.0590873689085,17.720536362249124,8.948025670758891,32.13700287700962,17.37118204943769,11.085291498483823,27.926167931585518,18.502481805749234,12.945027573580163,24.818586361505265,103.359375
427,hiphop.00027.wav,-109.31013,-379.9664,39.107544,76.75423,-59.941856,165.94354,2.786183,-77.21936,91.46585,19.187449,-34.98239,88.408844,0.56318575,-59.779198,51.446297,8.245013,-25.660568,48.54575,-8.03061,-54.480637,30.054802,6.012482,-31.120825,36.257744,-4.2759147,-39.09073,27.033714,3.6560717,-37.999153,38.46821,-1.5355549,-31.914928,38.58969,2.663836,-35.334034,33.052,2.2838657,-25.919735,39.94953,2639.343177690068,859.6605711333348,6921.247038603526,2632.7060086732495,1487.617835275503,3938.9194122043255,0.10254357665639445,0.00537109375,0.6376953125,0.13499676,0.008553197,0.23190817,22.09694357186283,6.755066910777759,46.87427189358488,14.080127688058166,3.239581505352282,31.032319563385485,17.89737719095389,4.089141021880554,39.85055323335229,16.650481502809622,4.962622328723821,28.31197255265429,17.855104310550875,9.569927096376196,31.283342231294935,16.953705716280172,11.41095857941352,27.41446140014132,16.94994196397564,12.41807167702692,23.863325762630296,92.28515625
428,hiphop.00028.wav,-83.2537,-246.34666,25.70532,67.73527,-50.02855,164.7221,1.2410198,-65.06572,82.81587,29.653978,-22.28888,84.879456,12.586731,-46.50798,62.94576,5.6169643,-44.930794,52.211586,6.2087727,-37.959564,38.62918,8.087188,-21.607956,38.690536,-4.7669544,-43.63341,45.193687,7.666656,-24.120903,38.258827,-1.1727865,-28.297169,32.309174,4.248984,-20.216974,29.440784,1.9444283,-21.156597,21.677814,2774.064292349821,815.5496580639946,5775.921044501226,2700.4561048453725,1564.7895570144753,3828.1365447664843,0.11452140129543696,0.0107421875,0.44482421875,0.15451379,0.033643976,0.2700679,18.518773471280216,6.766402038785312,41.07052275482787,18.148700195521545,6.241561705625981,35.14631170172176,18.797772613946172,3.7626913043486114,37.814982144204976,17.601043799529076,3.8977315893094575,30.81470964953207,17.612937787856644,10.65558279621396,29.514263337447076,18.317010322980696,10.855852148265564,29.05222085555763,16.65851150837869,11.4485146244626,23.141105106243906,92.28515625
429,hiphop.00029.wav,-72.31159,-272.1487,46.737648,57.15118,-21.514074,139.48685,5.8386006,-67.93337,69.364426,25.909645,-24.424511,66.8349,6.706988,-51.320366,43.27652,11.402706,-38.45153,43.26715,5.0632772,-35.384357,49.963116,10.026864,-34.173485,33.58762,0.94820935,-30.813595,30.970993,8.561544,-19.00479,29.003412,-1.6964636,-23.616148,20.331623,6.0592165,-22.793228,28.689457,0.21398923,-32.681683,22.621513,3127.2664007991543,1113.2959843759936,5847.51252598538,2853.6647964825183,1860.01309408655,3917.988003704656,0.11533292717889908,0.00732421875,0.45556640625,0.16663784,0.019053243,0.3429058,20.56701303089905,6.389966031622986,48.60751050472136,15.689599505223796,3.7609555651898408,33.466156401320006,17.20062999263454,6.155059338993233,34.63323107062609,16.41710414918426,7.918398743038682,30.815129077398378,15.992151133646084,9.765694026556002,27.421688562631388,16.188693582407517,11.097028279352632,26.032174094141347,17.5382068243693,11.245749261599203,25.375368411623512,123.046875
430,hiphop.00030.wav,-23.859095,-176.15959,52.63095,43.71672,-10.297574,85.627335,30.558304,-19.660053,87.97585,26.47368,-22.496935,66.41963,4.3383617,-25.364384,58.69041,21.920883,-3.9254541,55.456253,2.5954418,-21.80822,30.64235,7.001879,-17.365158,32.65911,-1.4912325,-18.41912,25.238533,4.5795956,-22.356682,25.118782,0.41853642,-13.83229,28.600687,2.47088,-13.346003,22.345127,-4.068917,-20.880646,12.641403,3725.230349312218,2497.310127084409,5121.339258212484,3205.3230898123174,2716.3026089778227,3785.6412232183634,0.172685781008314,0.056640625,0.31591796875,0.19390872,0.092968,0.2603552,20.214625253293704,8.455499402194992,45.941578576743765,11.71361331334253,3.9927348142135877,27.30183427130953,13.599106201812262,4.9299488124744215,32.543045254221894,13.964998385990244,6.1357421485877,28.567529436146422,14.029905334225464,9.09376613205462,22.244847324590253,14.596195779689676,10.728647591139527,20.50445995093746,16.742830302328773,13.298397136486075,21.53205193480273,89.10290948275862
431,hiphop.00031.wav,-25.108788,-173.89671,78.67999,60.825592,-47.303345,128.64719,-4.1871734,-65.575165,39.389137,14.84839,-39.861046,60.275997,6.795023,-34.36809,34.434296,6.0983343,-37.929768,43.97809,15.451296,-20.228945,48.83365,3.784735,-32.8089,35.27081,5.6598086,-30.25353,37.227264,10.247507,-24.462421,37.08943,0.8633308,-27.867676,22.243595,4.1838894,-22.988377,28.820528,0.9262049,-24.963589,28.192757,3084.823804546642,1408.7859229448732,6387.999868544668,2970.61795564429,1971.980774551201,3748.5266455452743,0.13644361938854488,0.01416015625,0.63720703125,0.21307458,0.053457115,0.34890252,20.032480433947363,4.945071500742738,47.81652886134942,15.195173389378272,4.746800729686488,41.20685916293212,18.107952213454276,5.151020906359521,40.644760633671865,16.81296299262171,8.532490630869098,32.71756793984686,16.796856811997117,10.122357852616974,26.712648689614813,17.739892574368795,11.459796788020428,26.011285725527955,16.012033791884168,11.080477794655483,24.409797535403303,99.38401442307692
432,hiphop.00032.wav,-148.12135,-395.56012,23.747662,90.56765,-30.784676,180.7406,-0.27532336,-70.92604,91.7021,28.855238,-24.95393,83.68837,19.306164,-31.991112,74.29076,15.245029,-40.08075,54.79993,4.281466,-25.330618,40.867207,15.519956,-13.481537,43.972496,1.2726042,-23.36069,31.930126,11.129076,-18.699993,45.239014,8.849079,-16.952759,42.95826,6.316172,-20.00208,35.352108,1.6312523,-25.019447,22.997189,2145.890945678912,633.3532642645362,7510.2467606470145,2441.669949507938,1368.6417778311134,4388.471176146624,0.07872191436531008,0.005859375,0.68701171875,0.13448663,0.0101044085,0.32386062,18.269666901827318,5.668882414491955,38.29787904469134,14.68519685449513,1.4589989535866685,31.944965975206657,16.749123073994262,4.864756669000375,32.31919839924407,16.785637143973073,2.0536891712242715,31.307620839433916,16.558084574248838,2.956204998430848,31.267243847590265,15.454104490942505,3.2317177319164583,23.718617375081916,16.4817791990309,10.072198446515022,23.508498611649685,99.38401442307692
433,hiphop.00033.wav,-31.762894,-242.61163,71.25567,59.701424,-56.737976,145.18953,-2.744976,-51.359108,61.570175,33.420624,-46.937653,106.96066,13.097368,-39.742867,65.42148,9.410452,-46.422432,53.576572,-1.7237393,-50.502335,44.035053,14.170765,-22.192268,44.69671,3.0802035,-34.371376,31.855648,6.734939,-25.451326,40.07186,1.0862203,-30.082947,33.69807,3.8186073,-26.10546,29.805962,1.6549314,-21.828026,31.995346,2987.6879685185945,858.4006276911118,6469.095667834852,2731.835588346538,1814.719237295521,3903.1163184025972,0.15281550480769232,0.01318359375,0.626953125,0.21406044,0.042851508,0.32957068,19.349117447464362,5.650503860766162,48.76605171061536,14.731987885392389,4.0957967566146625,31.29074263853903,17.14235625525361,6.472261383220821,38.176184372730894,16.34255100712976,8.556799441971563,31.686085687218338,17.67532328779899,9.213198456428756,28.43329970086136,17.64898983726325,11.631883187873118,27.92733374902196,18.065703065569792,12.429944899241631,25.877985977415683,95.703125
434,hiphop.00034.wav,5.626782,-101.81755,79.15073,53.15753,2.7426772,109.696915,-9.091201,-54.740257,30.232758,26.983356,-23.42848,61.430473,0.5944695,-40.95832,33.494186,15.572928,-14.08208,40.32145,1.6008064,-34.214233,34.345886,7.68756,-20.751202,34.00039,4.9796963,-19.063591,28.360786,8.549695,-16.494207,39.788876,3.3433354,-19.026897,22.771778,8.50685,-9.806513,33.517334,1.0881996,-22.542645,20.17698,3191.9170162946484,2034.7041062108838,5251.7939055983525,2735.4354317870484,2191.9446642039106,3569.237210121012,0.1693078753591954,0.04150390625,0.39208984375,0.22744754,0.07154406,0.35056216,17.68201441152229,7.944117683125214,38.60446716593648,12.45677369996799,4.018389566832154,24.83649927676224,15.896677962483503,6.616229662816489,41.00321629526024,15.716836160604547,7.95568394742928,26.885393021633988,16.64449475608114,8.642493515688313,25.961717319281618,16.312256395823816,11.331793366635381,26.331792928235906,16.588336987053978,12.35571936972466,22.126900608460417,198.76802884615384
435,hiphop.00035.wav,-100.84442,-259.5792,61.248817,64.227585,-52.13598,146.1622,12.814461,-75.11496,83.523796,26.545551,-33.923897,75.01109,12.6584,-56.93789,57.47907,12.176756,-24.942327,48.25029,2.396233,-39.279514,33.590153,18.495611,-11.21883,55.514717,1.5657251,-50.383022,25.330193,12.027026,-19.604267,52.53235,-1.5520722,-48.24357,26.767555,6.7103066,-18.407803,36.55565,3.873631,-21.516804,35.28723,2827.4503871683432,491.3165084574864,6259.856725565815,2834.132127972592,1512.0622937821292,3938.2727259889375,0.103432186901341,0.00634765625,0.55078125,0.19190107,0.013865015,0.37922364,20.213382090063888,6.786813609835653,51.26768245317683,14.978717834827515,4.1986792190754745,34.18437609634984,17.115372577496892,5.3388478152224215,32.8697842654069,15.645485836198553,7.508340001009804,31.862092605748433,16.298443596675206,8.66339449275533,26.621395360163334,16.44677716585131,10.4666431775813,23.300573386395147,17.702591066174143,12.25223554391941,26.967073442578855,143.5546875
436,hiphop.00036.wav,-218.08333,-555.6356,60.024746,40.829613,-117.862404,145.67285,-14.313482,-113.76561,99.305855,33.91025,-36.99381,121.885155,12.158746,-40.482853,65.09875,13.611059,-28.68082,57.596745,5.8770003,-36.572052,47.067654,7.524019,-17.589626,37.031155,5.3885093,-24.747898,38.1913,10.563416,-15.759771,47.55158,4.7587986,-30.063591,38.884884,6.447479,-21.733913,44.08044,6.524984,-16.55277,56.475437,2967.147962166956,0.0,7602.172175273495,2556.787096748755,0.0,3997.2908689959413,0.12188535748106061,0.0,0.63525390625,0.08996205,0.0,0.22938363,22.546008566197386,1.7511596756644323,47.570510389422125,13.4602684715319,0.8167407926588943,32.36190966622527,18.18302337854851,3.4602623838677853,39.073237440877534,16.66310517614112,2.792347122953551,30.678601407538366,17.233130251974185,8.801560064804931,34.31716547096976,17.941755001389765,11.3106451665058,35.22565252756004,17.203623330238713,11.201154140733678,35.07043221943096,117.45383522727273
437,hiphop.00037.wav,-95.94046,-463.3891,86.924416,30.268175,-104.14963,172.02403,2.6401818,-119.278076,78.29476,12.595183,-51.918648,69.73642,-11.173503,-82.2698,67.46269,-2.2091284,-79.00194,56.792088,-3.686765,-53.377483,45.326042,-7.669313,-43.2013,31.158611,-5.387625,-45.028343,30.946953,-0.7307738,-33.288807,37.607918,-4.0471606,-32.987183,32.34759,-3.058639,-34.961388,34.33664,-4.9752517,-36.183437,37.339584,3785.4385396284756,0.0,7221.820708977568,2835.0966181661233,0.0,4005.783208447312,0.21422600023674243,0.0,0.6259765625,0.15857546,0.0,0.59461015,17.855057774564735,3.062336630879045,44.71095025641219,15.7190672601261,1.0296757166598987,34.67904688151866,19.059507130979128,5.456207887867128,39.654594455230125,17.951796892684214,2.7308021663380018,35.474666146459164,18.318511624334743,5.631594757788605,31.84460255890414,17.643691983708628,7.615361902665072,33.36336702848046,16.01797018678803,3.726800976986503,26.827545027745874,143.5546875
438,hiphop.00038.wav,-61.835876,-468.7666,111.26619,72.13108,-67.23813,158.99548,-16.305073,-130.76102,54.75304,27.443157,-48.234337,107.19479,5.2088065,-45.17878,51.557762,1.4985306,-68.53389,39.30078,3.945992,-28.61026,44.680565,8.3317,-26.795029,49.895927,-2.1303647,-45.8068,31.061092,5.837354,-25.859259,38.043518,0.046646025,-35.24792,26.61235,-0.4366466,-29.197893,24.382729,-0.7864779,-27.051762,22.53407,2208.65791984026,0.0,5831.445730719017,2215.035483517546,0.0,3507.115856494897,0.09738436612215909,0.0,0.34033203125,0.2698501,0.0,0.6289663,18.220142848875746,3.7571742706719746,44.5037975018915,15.032834737567084,1.1240202558697376,30.52427213332082,18.294901863283,2.0751157851100075,39.51813880065404,18.80726855512872,2.6813112786263815,35.79305642235598,17.666268728657634,3.248249966018765,28.157780629494646,18.017570964433066,2.838286768531706,33.94520271948165,15.986181814550141,3.012857064355856,35.597896984428026,184.5703125
439,hiphop.00039.wav,-120.94078,-503.33246,83.71872,77.27129,-64.9588,157.99234,29.065607,-63.698814,122.26015,10.437188,-72.99147,75.03723,3.5667598,-58.517998,58.441685,5.3683968,-57.213,85.43567,5.198556,-39.71559,54.92746,-0.8017177,-52.115044,34.99129,1.3497725,-48.763783,46.73575,2.302974,-40.873924,39.733025,3.0739121,-38.168205,38.262817,1.1976856,-37.6341,41.993195,-0.67196214,-35.355255,29.551846,2693.217660121341,0.0,7987.022658872766,2937.7648619296024,0.0,4207.626512664823,0.11156375769412878,0.0,0.74169921875,0.18449508,0.0,0.4832734,22.399079244751764,4.297519327559073,52.586159058632454,16.920225076469375,4.25336667073657,36.762278027306024,20.00725720964055,6.397586630821795,40.63715854448252,18.928270930323027,5.900399946020441,36.27192757840449,18.170814086045777,7.324811878547624,33.37174463993994,17.653057261094716,10.048118453606655,29.22691883038693,15.766530867476291,11.191669385686952,23.074420219865836,184.5703125
440,hiphop.00040.wav,-182.9864,-490.55722,40.494724,95.955444,-101.33154,202.3175,43.948254,-32.538857,150.93456,13.522106,-44.09527,61.996136,5.9876814,-39.430855,45.396927,-3.0193436,-47.15686,36.51423,3.0836813,-35.75268,50.391663,-9.802795,-49.69774,25.024492,-3.7693412,-44.117516,38.32612,5.308352,-23.536102,46.08265,-1.046581,-39.09276,33.71262,7.543806,-28.508759,42.77488,5.855525,-31.021902,36.888405,2457.2400884546137,0.0,7915.894462563257,2790.1561300248936,0.0,4273.06481083765,0.10350008877840909,0.0,0.771484375,0.13083652,0.0,0.5057873,25.006645958628557,3.296814580034358,57.561836481701846,16.009866412205866,3.4533769712751408,34.279424617377416,22.3602147285659,4.669806317436283,38.964545392839284,20.53183646530124,6.411640111670037,36.59090302960481,20.339308663932833,8.30735426853094,35.41558863035763,20.15672342104325,6.91296361040466,43.65793198134165,16.518932920259243,5.377368447151518,42.917402433901856,80.74951171875
441,hiphop.00041.wav,-77.00406,-453.9632,98.817894,68.31946,-77.17357,179.98196,-0.6473912,-60.28302,61.48985,30.70986,-39.824493,87.38015,3.9499156,-53.057964,60.717213,5.493636,-34.498894,47.074734,3.3855946,-36.491913,34.685593,3.045491,-47.001495,37.186012,5.648922,-34.028694,38.50431,4.724795,-25.320889,36.940132,4.2856207,-22.087563,31.639086,3.46072,-34.07904,35.206657,2.8874722,-28.446999,29.34613,2702.6536727978196,0.0,6121.424617418312,2666.6033742419754,0.0,3838.665959586264,0.11936627012310606,0.0,0.474609375,0.18691297,0.0,0.61752415,23.009433606225006,4.141824112754287,57.03012672822641,15.452535249945642,3.0802355894505853,35.49531655536893,18.103227709201192,2.899865451189254,38.30599768078618,17.330293488442642,7.890053643412785,29.30718572676316,17.407561524178455,9.599688896452804,27.672008384238975,17.62718012924763,11.794782076341738,26.614235800352553,15.893043738359136,10.803616326598545,21.858115782612035,92.28515625
442,hiphop.00042.wav,-74.73161,-473.38385,59.221886,48.89044,-63.027924,143.32085,3.821084,-74.90775,72.49357,36.29552,-28.46772,96.02775,12.968528,-40.7648,58.40875,13.447174,-43.413387,45.716545,9.112768,-35.129585,45.518528,12.724714,-25.949093,49.989414,2.4919136,-24.832027,41.377254,12.091033,-22.087366,40.44203,8.99561,-31.838497,35.984444,3.9080641,-30.709469,26.091621,4.785855,-26.71326,40.461205,2896.950312515822,0.0,6334.302879655825,2759.680802283589,0.0,3867.516589844243,0.10171046401515152,0.0,0.4951171875,0.24915487,0.0,0.48831472,25.12836157057585,2.686884359259466,46.64628607352057,15.166344196541404,2.68590033565577,31.42437895596752,19.536705239665753,6.775871810186683,40.86594651344463,18.52294379371136,5.802047516804549,33.303787686364714,18.08531248363754,10.067574698760183,29.161600971677924,18.999928502183487,10.802277369368607,35.5890933347267,17.37152191337019,11.821118267675258,30.785718071995408,92.28515625
443,hiphop.00043.wav,-154.78532,-500.0648,40.16179,113.06958,-2.195493,205.29828,-3.8357596,-71.21506,71.02821,18.290533,-38.38759,62.24022,13.33117,-24.563038,49.131126,8.434421,-26.247509,41.271313,8.840065,-34.98716,45.523685,11.33439,-23.509304,38.115498,8.993481,-36.33,39.73805,10.143327,-20.049757,35.399323,6.1992917,-18.22377,28.663624,9.774344,-24.32722,34.122875,9.39089,-11.017908,32.541298,1846.32383638541,0.0,5759.957428655589,2233.069353886014,0.0,3985.7755240567394,0.061756110913825754,0.0,0.369140625,0.1363637,0.0,0.42207146,21.55863306836872,4.546761781371572,53.64152204852611,15.874331726423828,0.9017943846050258,35.86167787068782,19.978106667821255,5.743621751103481,41.54125064675803,18.102241757210752,7.701679942046006,29.55240903804675,18.54632415114067,5.824637275516455,28.822398388727553,18.31885806741495,4.286973927903427,29.294919133613224,15.921137654843369,6.818387162630083,24.292055633100578,89.10290948275862
444,hiphop.00044.wav,-268.93674,-598.3813,-78.07395,79.90777,-83.82565,212.66925,-16.974985,-140.57292,103.51732,19.053911,-35.45556,97.24414,2.3454292,-62.432602,53.996464,-7.1083302,-64.7583,40.660156,4.7731466,-49.902534,52.89299,-7.594371,-49.01223,24.716488,-10.017847,-59.375977,18.813234,10.818717,-29.571104,52.315018,-2.7683127,-36.77925,28.374325,-5.4811974,-35.86857,29.418087,2.299792,-25.925968,33.420525,2507.355264123504,0.0,7113.67100374671,2322.7197548637637,0.0,4164.897482234762,0.1407455906723485,0.0,0.6181640625,0.039173033,0.0,0.16441086,19.486305873560276,3.6047024794806433,42.10448480316215,17.172458399976318,2.380840192922281,36.23988569581791,20.425105845442985,6.019585976408102,39.29833381677899,19.90333824229446,6.810459358637516,34.88153896360964,20.293248216329292,9.69823185387591,32.78801324947095,22.13363913283989,11.596491224898056,44.30595233725857,16.247072756520126,6.787256863209741,27.728269020032684,117.45383522727273
445,hiphop.00045.wav,-120.94078,-503.33246,83.71872,77.27129,-64.9588,157.99234,29.065607,-63.698814,122.26015,10.437188,-72.99147,75.03723,3.5667598,-58.517998,58.441685,5.3683968,-57.213,85.43567,5.198556,-39.71559,54.92746,-0.8017177,-52.115044,34.99129,1.3497725,-48.763783,46.73575,2.302974,-40.873924,39.733025,3.0739121,-38.168205,38.262817,1.1976856,-37.6341,41.993195,-0.67196214,-35.355255,29.551846,2693.217660121341,0.0,7987.022658872766,2937.7648619296024,0.0,4207.626512664823,0.11156375769412878,0.0,0.74169921875,0.18449508,0.0,0.4832734,22.399079244751764,4.297519327559073,52.586159058632454,16.920225076469375,4.25336667073657,36.762278027306024,20.00725720964055,6.397586630821795,40.63715854448252,18.928270930323027,5.900399946020441,36.27192757840449,18.170814086045777,7.324811878547624,33.37174463993994,17.653057261094716,10.048118453606655,29.22691883038693,15.766530867476291,11.191669385686952,23.074420219865836,184.5703125
446,hiphop.00046.wav,-75.62651,-340.77115,111.13351,91.01366,-32.245377,176.93265,9.83432,-64.03763,100.296715,25.111555,-29.002476,98.97393,11.793615,-30.838638,66.40668,10.168802,-33.95034,50.053036,0.117608964,-39.11489,37.6614,8.224965,-32.59634,39.285805,1.6325192,-24.93651,45.509285,0.48827597,-52.408287,29.018997,1.8103347,-26.776455,30.942383,5.4946136,-25.205105,29.902082,1.3010278,-20.731508,33.200638,2306.8910596071332,468.4789533151321,6062.711720828116,2601.303368421404,1304.0544733423067,4068.0296369709517,0.09147097653228925,0.00830078125,0.37841796875,0.22798368,0.017603643,0.59134775,24.008634795948243,10.708906875321619,70.22141251836197,14.506456193072884,4.643695445479755,32.06033152410997,17.14144776384994,5.527654915801122,33.121816586862394,16.449056683214796,6.593220103033204,29.21095090319916,17.358768376745576,6.06859112394849,30.233205157527856,16.101732331857708,10.704999913391408,24.960973563984346,15.99765728047812,11.894223329902312,24.116893696118975,95.703125
447,hiphop.00047.wav,-76.705734,-209.0153,98.19358,52.78695,-28.55167,123.7236,34.63606,-33.869217,101.99643,26.197575,-28.527351,77.130196,16.664793,-36.589874,61.36586,11.354165,-34.253983,50.037956,5.861285,-31.915638,37.415047,6.9141855,-32.049885,37.215405,3.6776621,-32.182297,38.543602,-0.9586153,-34.4955,33.340515,3.87444,-26.142128,37.521378,4.487364,-24.299664,28.044933,0.6391593,-30.686752,26.56996,3235.5558089909523,1057.6328175489234,7333.034259276372,3272.0505859825503,2173.0638450749143,4132.777268877618,0.10929758495262955,0.00732421875,0.64306640625,0.24700375,0.01648686,0.61061335,27.019687323804764,11.514383643258363,58.94896598489747,15.586779139136977,4.6130275840930395,31.100916726575896,19.242373219532276,6.036167208703841,36.50299246756768,16.109766121890544,7.42132665445445,31.76006835324111,15.719252119208775,9.474618271417317,27.55027799187257,15.596851191368275,9.845060208514994,27.32480323477163,14.370596548052804,10.445727184729847,19.356657038190672,95.703125
448,hiphop.00048.wav,-87.560486,-374.49728,101.34106,79.35381,-2.4960282,202.53201,25.052841,-36.699898,72.72725,45.152496,5.921044,93.37062,11.185015,-16.882034,61.381992,18.171783,-20.880116,45.680023,3.5164936,-24.972412,38.528107,6.999547,-14.449787,29.77225,1.263746,-23.873829,23.65554,2.3608532,-27.029509,29.719387,-1.7756817,-23.830326,20.789803,-0.008662591,-17.242212,15.288313,-2.7024157,-24.618786,15.516703,2345.299206046104,367.63719762701123,4775.154971688935,2682.1388436073366,897.4584289557481,3664.480454069936,0.07751058886794276,0.01025390625,0.25927734375,0.23028027,0.01007779,0.51188487,24.117947393706594,5.414543816510317,66.77597335784368,15.528924354107783,5.197716871208826,35.92089710154171,15.223394269984071,5.611336245163569,33.64567992727478,14.54523574686255,6.4200706056325085,28.103055035212464,15.374339891250893,9.96603971125386,27.58942142927991,15.621908174646249,7.763875176087058,24.375311051491444,16.444745262893136,6.244294925172429,24.67403130444027,95.703125
